location,img_date,tasmin,tasmax,pr
0,2018-01-01,-21.486495676348262,-8.739775331558697,0.0
0,2018-02-01,-16.53882119315009,-3.8245234898158254,0.0
0,2018-03-01,-9.880883690618678,4.683318894909297,0.0
0,2018-04-01,3.5863637288411687,19.881490071614607,0.0
0,2018-05-01,9.286479137789842,25.510821730090747,2.8068106941645965
0,2018-06-01,16.08189188639325,30.39661254882815,14.818362808273378
0,2018-07-01,20.340297379032283,33.30181766633067,20.241037542837148
0,2018-08-01,18.3163755355343,30.872455030871997,34.86690454728887
0,2018-09-01,10.817384847005231,25.53165181477867,7.4505673755993485
0,2018-10-01,1.4586425781250227,16.915599010836715,0.0
0,2018-11-01,-8.713781229654925,3.2277455647786684,0.0
0,2018-12-01,-17.201154352003506,-6.853718616116408,0.0
0,2019-01-01,-19.859903840095743,-8.67533254315774,0.0
0,2019-02-01,-15.196662466866607,-1.917753601074196,0.0
0,2019-03-01,-13.285302635931178,0.8025313838835912,0.0
0,2019-04-01,-0.8426930745442481,13.145100911458355,0.0
0,2019-05-01,7.406738084362422,22.608600050403247,0.894365259227925
0,2019-06-01,14.35956726074221,28.131670125325545,14.371821853455913
0,2019-07-01,17.958261600617462,30.309016861454158,37.67153938370029
0,2019-08-01,17.607202148437523,30.106418535786315,40.61090747941307
0,2019-09-01,10.161301676432315,23.56384277343752,10.78749043776952
0,2019-10-01,1.966978799143168,16.675389246786818,0.01707788787825848
0,2019-11-01,-8.786083984374978,3.788647460937523,0.0
0,2019-12-01,-16.849114891790553,-6.320986052482336,0.0
0,2020-01-01,-19.275961303710915,-8.160268672820038,0.0
0,2020-02-01,-18.47327760968887,-5.78844299316404,0.0
0,2020-03-01,-9.757309649067517,3.8618979177167567,0.0
0,2020-04-01,2.4979044596354396,18.442433675130232,0.0
0,2020-05-01,9.702661132812523,25.05977487871726,4.634870398876956
0,2020-06-01,16.87771199544273,30.676703898112002,24.164893649867736
0,2020-07-01,19.090214686239943,31.74771098475305,35.556795566481014
0,2020-08-01,16.904256316154257,28.229404375630065,57.1671319971756
0,2020-09-01,9.601723225911481,23.42589009602867,3.0782974360135995
0,2020-10-01,0.9970021893901437,16.00050285093248,0.0
0,2020-11-01,-9.823666890462217,1.3755523681640853,0.0
0,2020-12-01,-19.244526229366155,-7.998262171591459,0.0
0,2021-01-01,-22.21199990549393,-10.16649475097654,0.0
0,2021-02-01,-18.72785524640762,-5.178516496930781,0.0
0,2021-03-01,-7.281137478736117,5.760737068422402,0.0
0,2021-04-01,2.309584554036481,17.620058186848983,0.0
0,2021-05-01,9.237786865234398,24.678957834551433,0.04635943796529318
0,2021-06-01,15.676521809895856,29.13486226399742,30.98218885197639
0,2021-07-01,19.7427435105847,32.19309633316534,36.663989514090645
0,2021-08-01,17.039729752079158,28.58607610887099,55.008459407554255
0,2021-09-01,10.697462972005232,24.462770589192733,5.9672848306945525
0,2021-10-01,0.0982319493447808,15.099243951612927,0.0
0,2021-11-01,-10.955932108561175,0.018043009440126902,0.0
0,2021-12-01,-18.25714623235885,-8.095601924773163,0.0
0,2022-01-01,-19.9792044362714,-9.059794961252498,0.0
0,2022-02-01,-17.48958598545617,-4.531928580147857,0.0
0,2022-03-01,-13.145984969600532,1.548859430128551,0.0
0,2022-04-01,1.3515543619791894,16.939573160807313,0.0
0,2022-05-01,9.217661014679962,25.680849924395183,2.4965887831058353
0,2022-06-01,14.967254638671898,28.347474161783875,58.878458165054326
0,2022-07-01,17.37889522429438,30.13722849199851,47.11441397557792
0,2022-08-01,15.87328294323339,28.227349853515648,66.74455146303444
0,2022-09-01,10.002090454101586,25.852044677734398,5.14233560897992
0,2022-10-01,-0.2832840458039087,14.926331353956677,0.0
0,2022-11-01,-10.585893758137997,1.752949015299502,0.0
0,2022-12-01,-15.99827939925653,-6.596505638860864,0.0
0,2023-01-01,-18.638502256331883,-7.570393420803908,0.0
0,2023-02-01,-13.133854021344844,-1.9149143763950665,0.0
