location,img_date,tasmin,tasmax,pr
0,2018-01-01,-20.493263195406982,-10.281604102350027,0.0
0,2018-02-01,-19.421081107003324,-6.552190072195848,0.0
0,2018-03-01,-9.039300930884554,4.105759946761616,0.0
0,2018-04-01,1.4723246256510645,16.778975423177105,0.0
0,2018-05-01,8.899368581464236,23.93877858807966,2.414838804543251
0,2018-06-01,17.408754475911483,30.962335205078148,2.441848448370365
0,2018-07-01,20.653804459110408,32.56279611895164,45.97898355714278
0,2018-08-01,15.222945477885608,27.878369534400225,61.16294721032318
0,2018-09-01,8.412231445312523,22.798994954427105,21.08392850332166
0,2018-10-01,-1.3930459299394935,13.009597089213733,0.0
0,2018-11-01,-10.975231933593728,0.39636433919273106,0.0
0,2018-12-01,-19.69300320533012,-10.778569572202597,0.0
0,2019-01-01,-23.617785742975027,-13.628446714339695,0.0
0,2019-02-01,-18.533168356759184,-6.03867514474049,0.0
0,2019-03-01,-8.645442052041307,5.749187641759096,0.0
0,2019-04-01,3.1628417968750226,17.97959696451825,0.0
0,2019-05-01,9.532900705645185,24.33300466229841,0.6895914586493745
0,2019-06-01,13.291670735677107,27.55225016276044,47.09937851603172
0,2019-07-01,16.111941232988933,29.31760214528732,40.22645985401141
0,2019-08-01,16.397876173450122,27.575656817036315,92.1310892214251
0,2019-09-01,9.505720011393253,23.71695760091148,4.7553036811677885
0,2019-10-01,-1.9866128244707435,12.121526705834196,0.9054701251443475
0,2019-11-01,-11.085991414387998,0.2564442952474186,0.0
0,2019-12-01,-20.198629268523163,-9.192430754630774,0.0
0,2020-01-01,-24.864677379977294,-13.66383627614665,0.0
0,2020-02-01,-13.830147988455613,-1.2981159755161602,0.0
0,2020-03-01,-9.88369918331021,6.128257308467765,0.0
0,2020-04-01,1.9564880371093978,16.96952107747398,0.0
0,2020-05-01,6.730276587701636,21.549621385143674,3.3059184281228227
0,2020-06-01,14.805738321940128,28.546177164713566,19.177601463979954
0,2020-07-01,19.305045638545888,31.888899083291353,29.12285214883923
0,2020-08-01,15.67703818044357,29.088599223475324,37.64133691620373
0,2020-09-01,8.736098225911482,23.832637532552106,14.606652949260024
0,2020-10-01,0.2844610398815752,14.65422776745214,0.0
0,2020-11-01,-10.97389221191404,0.13401184082033524,0.0
0,2020-12-01,-17.07661900674141,-6.793933696131529,0.0
0,2021-01-01,-18.153495247133293,-8.207715631300381,0.0
0,2021-02-01,-17.684655434744677,-5.344707598005,0.0
0,2021-03-01,-10.779228161227296,4.184409652217765,0.0
0,2021-04-01,0.23243611653648108,16.963011678059917,0.0
0,2021-05-01,10.441955369518672,26.106721742691555,3.3981472573941574
0,2021-06-01,14.565556844075543,28.475102742513045,13.531020684376927
0,2021-07-01,18.33586347026212,30.98957460464972,68.37744386066333
0,2021-08-01,17.772067949848815,31.26841962260587,22.73436514351488
0,2021-09-01,10.111900838216169,24.373280843098982,4.663772155436163
0,2021-10-01,-0.30426241966983614,15.045658037739438,0.0
0,2021-11-01,-10.702187601725237,0.17972615559898106,0.0
0,2021-12-01,-16.921490773847005,-6.084386222593223,0.0
0,2022-01-01,-21.936896244172104,-11.620735119235109,0.0
0,2022-02-01,-20.175178091866606,-7.564267403738817,0.0
0,2022-03-01,-7.736508474042316,6.253450258316555,0.0
0,2022-04-01,-1.5977162679036232,14.56822713216148,0.0
0,2022-05-01,7.474908447265648,24.689534636466757,1.1250599545746809
0,2022-06-01,12.643499755859398,27.679580688476584,21.56784320695806
0,2022-07-01,17.343708456716254,31.35379796181958,37.592228745234024
0,2022-08-01,16.637053262033792,30.194509986139135,28.924566436126042
0,2022-09-01,10.259725952148461,24.843456013997418,20.27885322872862
0,2022-10-01,-1.5106951313633845,12.784400004725326,0.2005400587222539
0,2022-11-01,-13.045717366536435,-1.5038513183593523,0.0
0,2022-12-01,-18.411029151178152,-7.727611123361872,0.0
0,2023-01-01,-17.4858695737777,-7.758973349294332,0.0
0,2023-02-01,-15.647037615094844,-4.155635942731562,0.0
0,2023-03-01,-11.617071533203102,3.7131896972656477,0.0
0,2023-04-01,-1.7526641845702897,13.928115844726586,0.0
0,2023-05-01,7.014834299395184,24.295891349546395,1.2439745747542474
0,2023-06-01,14.194331868489606,28.725381469726585,14.484345600703818
0,2023-07-01,17.14593190839216,30.354663282825122,32.00571184106593
0,2023-08-01,17.52264778383319,30.17681372857865,48.22175538411102
0,2023-09-01,8.94405924479169,22.7337829589844,14.836892021048698
0,2023-10-01,-0.42241565335179176,14.205595742502544,0.32469507423229516
0,2023-11-01,-11.668829345703102,-0.1156392415364356,0.0
0,2023-12-01,-21.103180620747207,-9.117546032321046,0.0
0,2024-01-01,-21.259515282415553,-10.161953046244937,0.0
0,2024-02-01,-17.2832697187151,-4.700368172781785,0.0
0,2024-03-01,-9.286991931546096,5.271474333732382,0.0
0,2024-04-01,-3.3847005208333107,11.977758789062523,0.0
0,2024-05-01,8.667383796938028,24.55457212386595,2.129695004259702
0,2024-06-01,13.59948628743492,28.58457438151044,16.362083910735237
0,2024-07-01,17.16184534872734,31.055876504221292,18.23891218305107
0,2024-08-01,20.22686944776968,32.84713134765627,7.569956240422471
0,2024-09-01,11.093384806315127,24.44912007649742,5.040457926497766
0,2024-10-01,0.185884340347805,14.491107374621999,0.0
0,2024-11-01,-12.48704884847003,-1.1245859781900813,0.0
0,2024-12-01,-20.505761620306178,-8.153609934160764,0.0
0,2025-01-01,-19.51483715426535,-8.45585553569176,0.0
0,2025-02-01,-14.843902151925201,-2.522422354561919,0.0
0,2025-03-01,-6.781379158266106,7.438599420362926,0.0
0,2025-04-01,-1.0185546874999774,12.788811238606794,0.0
0,2025-05-01,8.86791184948339,23.984185791015648,5.094685339099669
0,2025-06-01,14.636038208007836,27.717563883463566,38.266735140496166
0,2025-07-01,17.473039983933994,29.671732059601837,70.03408235614188
0,2025-08-01,15.6062689012097,26.80463808121222,89.31704160495428
0,2025-09-01,9.160654703776064,23.552266438802107,13.398921700900246
0,2025-10-01,1.2646403651083897,14.967722049836212,0.05834134644828737
0,2025-11-01,-9.38808898925779,3.187909952799502,0.0
0,2025-12-01,-18.11673928537674,-7.591647437310965,0.0
0,2026-01-01,-19.835187555128506,-8.72970010080643,0.0
0,2026-02-01,-15.701759992326986,-2.35334298270087,0.0
0,2026-03-01,-6.187794543850783,9.113260379914337,0.0
0,2026-04-01,-0.8609802246093523,13.531169637044293,0.0
0,2026-05-01,7.099199651902745,22.94287483461444,1.1404320670408197
0,2026-06-01,16.446723429362002,29.572529093424503,27.50279974352452
