PlotKey,Latitude,Longitude
0,45.69846866264822,108.63909281103433
1,45.788144107597155,108.622545855649
2,45.73214805358315,108.56835583449329
3,45.79345906085938,108.70441057811847
4,45.48178374226641,108.70242164227915
5,45.34343968378303,108.68625847246545
6,45.54063303606677,108.63126269609687
7,45.49699577436379,108.73475150041567
8,45.45130752437003,108.7130485181886
9,45.62524223411902,108.71251494645749
10,45.71703819413542,108.67426764024495
11,45.58379603791405,108.6084003543464
12,45.732434500046885,108.61431741863572
13,45.55594076487323,108.64788171138035
14,45.5811819965914,108.6583869560816
15,45.62659809859026,108.64649026495964
16,45.73089505836427,108.65445023792984
17,45.35231625688836,108.67172728027435
18,45.50071025298905,108.66082618813182
19,45.387181822178015,108.85555737327657
20,45.41748825774299,108.81787281493816
21,45.68249603919462,108.6551679088319
22,45.513630219493436,108.71860216612465
23,45.59326068354995,108.57453378230697
24,45.62081575267747,108.65666861481594
25,45.395649810004855,108.7480852978467
26,45.404489079199706,108.86084004695833
27,45.804202559687106,108.67874883890363
28,45.59404174566825,108.62831291420495
29,45.43734478137039,108.6869870665982
30,45.396773099815604,108.84800838603107
31,45.742289573958956,108.69189363582113
32,45.64641235134188,108.6477958783872
33,45.78586076773541,108.66241862238245
34,45.6938396968627,108.6533156317779
35,45.43823326304653,108.66491564135978
36,45.58606192784123,108.71113283711696
37,45.36612786649274,108.80688484065764
38,45.36892198908986,108.72837734191837
39,45.44785154015155,108.66904788227923
40,45.6935213769178,108.62664385093892
41,45.6244707919485,108.62151531838197
42,45.609988360729595,108.57992409967257
43,45.576947452476,108.59831601095192
44,45.52599618159971,108.7430849133328
45,45.77295043526046,108.72175216009697
46,45.83688335908811,108.58405953687593
47,45.531163754684684,108.70340363488788
48,45.72267780242591,108.70629287686366
49,45.45751057350827,108.6711606197105
50,45.63093490725662,108.67586150798326
51,45.40299542832639,108.67666650473662
52,45.43324155409633,108.74097251827305
53,45.54610509513812,108.73303791636849
54,45.689176016399394,108.58595753752405
55,45.814634029068564,108.5852858307028
56,45.57671263074454,108.70242245048671
57,45.40133237419547,108.79157764845193
58,45.80363662463918,108.58064263193208
59,45.38783949164249,108.76646081574572
60,45.68541791416147,108.66731470477815
61,45.6193431547704,108.57934038007916
62,45.406143565233656,108.76080462048712
63,45.44195780510676,108.73093013923979
64,45.778410771295654,108.59014996472304
65,45.774654264346815,108.56647660168329
66,45.82446229443733,108.59104681313885
67,45.62380063347507,108.59342767594902
68,45.60952758871892,108.61244008781551
69,45.35692877911941,108.7344135748676
70,45.495208767143474,108.68740911995866
71,45.731252347691324,108.71296029846768
72,45.40977557959081,108.66504987465544
73,45.65751381634938,108.59991672803449
74,45.43762437668948,108.71392266828195
75,45.76536794678132,108.58504948660192
76,45.37014336822309,108.6928735671072
77,45.761363211852256,108.64370224834904
78,45.48109258234883,108.74981949595154
79,45.46363552608563,108.65812270767313
80,45.61046221783227,108.70291645066648
81,45.51332238151352,108.73617954266543
82,45.357173406343,108.68610127590136
83,45.46198040789051,108.77176865688024
84,45.60583962964778,108.67588782885628
85,45.433668327950215,108.82020148891807
86,45.471388472493736,108.70443860232949
87,45.82841309714477,108.64512193926653
88,45.838883057802185,108.60452383865976
89,45.7761020345338,108.63883464444483
90,45.75744013813013,108.60131955629437
91,45.57196186685645,108.65001699089285
92,45.76732459626604,108.68251880553376
93,45.58692899263234,108.67873879862903
94,45.52839732128055,108.66790032652541
95,45.39971710424618,108.71474259721089
96,45.41259097955246,108.8455759050527
97,45.76989856936244,108.70766689183259
98,45.38137115431649,108.81822336613854
99,45.47651179920146,108.73756467710926
100,45.68518984770697,108.69745377151682
101,45.38438778915253,108.72011376011281
102,45.42692964847732,108.75328601607323
103,45.56737873353792,108.63359526225392
104,45.74200655282557,108.59734249410691
105,45.48359992928673,108.76664750562311
106,45.444125994162455,108.69627869940567
107,45.37742677365435,108.66208450174503
108,45.5626056537061,108.67800244303393
109,45.48278437414676,108.78137050402609
110,45.54966583805921,108.71471129840052
111,45.625062872602896,108.69261764889903
112,45.60192324835828,108.7145029278547
113,45.548209282743606,108.66938701315729
114,45.85644699816733,108.63029291221052
115,45.755772561016656,108.70785107292441
116,45.49159592534431,108.67066576542858
